attribution,basis,instrument_class,auscope_sites,funding_names_auscope,manufacturer,model,serial,serial_reconstructed,serial_merged,serial_variant_conflict,integrated_node,roles,n_networks,networks,networks_auscope,networks_other,n_networks_other,n_deployments,coverage_start,coverage_end,coverage_pidinst,still_deployed,countries,network_dois,raw_model_variants
confirmed-ANU-built,ANU is the manufacturer,datalogger,,True,Australian National University,ANU LPR-200,008,False,,False,False,datalogger,3,1Q; 3G; 8J,3G,1Q; 8J,2,3,2012-11-24,2019-01-28,2012-11-24/2019-01-28,False,Australia,10.7914/SN/1Q_2016; 10.7914/SN/8J_2012,ANU LPR-200 (Beige Box)
confirmed-ANU-built,ANU is the manufacturer,datalogger,,True,Australian National University,ANU LPR-200,009,False,,False,False,datalogger,5,1Q; 4J; 5G; 5J; 8J,5G; 5J,1Q; 4J; 8J,3,5,2012-11-22,2022-06-03,2012-11-22/2022-06-03,False,Australia,10.7914/SN/1Q_2016; 10.7914/SN/4J_2014; 10.7914/SN/5G_2018; 10.7914/SN/8J_2012,ANU LPR-200 (Beige Box)
confirmed-ANU-built,ANU is the manufacturer,datalogger,,False,Australian National University,ANU LPR-200,010,False,,False,False,datalogger,3,3G; 6C; 8J,3G,6C; 8J,2,3,2012-11-20,2019-04-04,2012-11-20/2019-04-04,False,Australia,10.7914/SN/6C_2015; 10.7914/SN/8J_2012,ANU LPR-200 (Beige Box)
confirmed-ANU-built,ANU is the manufacturer,datalogger,,False,Australian National University,ANU LPR-200,011,False,,False,False,datalogger,3,1E; 5G; 8J,5G,1E; 8J,2,4,2012-11-23,2022-06-12,2012-11-23/2022-06-12,False,Australia,10.7914/SN/1E_2013; 10.7914/SN/5G_2018; 10.7914/SN/8J_2012,ANU LPR-200 (Beige Box)
confirmed-ANU-built,ANU is the manufacturer,datalogger,,True,Australian National University,ANU LPR-200,012,False,,False,False,datalogger,6,1E; 1Q; 4J; 5J; 6T; 8J,5J,1E; 1Q; 4J; 6T; 8J,5,6,2012-11-25,,2012-11-25/,True,AUS; Australia,10.7914/4e87-j738; 10.7914/SN/1E_2013; 10.7914/SN/1Q_2016; 10.7914/SN/4J_2014; 10.7914/SN/8J_2012,ANU LPR-200 (Beige Box)
confirmed-ANU-built,ANU is the manufacturer,datalogger,,False,Australian National University,ANU LPR-200,013,False,,False,False,datalogger,1,8J,,8J,1,1,2012-11-25,2013-07-04,2012-11-25/2013-07-04,False,Australia,10.7914/SN/8J_2012,ANU LPR-200 (Beige Box)
confirmed-ANU-built,ANU is the manufacturer,datalogger,,False,Australian National University,ANU LPR-200,014,False,,False,False,datalogger,3,4J; 6K; 8J,6K,4J; 8J,2,3,2012-11-25,2021-12-31,2012-11-25/2021-12-31,False,Australia,10.7914/SN/4J_2014; 10.7914/SN/6K_2020; 10.7914/SN/8J_2012,ANU LPR-200 (Beige Box)
confirmed-ANU-built,ANU is the manufacturer,datalogger,,False,Australian National University,ANU LPR-200,015,False,,False,False,datalogger,3,3G; 6K; 8J,3G; 6K,8J,1,4,2012-11-26,2021-05-21,2012-11-26/2021-05-21,False,Australia,10.7914/SN/6K_2020; 10.7914/SN/8J_2012,ANU LPR-200 (Beige Box)
confirmed-ANU-built,ANU is the manufacturer,datalogger,,False,Australian National University,ANU LPR-200,016,False,,False,False,datalogger,6,1E; 3G; 4J; 5G; 8J; 8M,3G; 5G,1E; 4J; 8J; 8M,4,7,2012-11-21,2022-06-13,2012-11-21/2022-06-13,False,Australia,10.7914/SN/1E_2013; 10.7914/SN/4J_2014; 10.7914/SN/5G_2018; 10.7914/SN/8J_2012; 10.7914/SN/8M_2016,ANU LPR-200 (Beige Box)
confirmed-ANU-built,ANU is the manufacturer,datalogger,,False,Australian National University,ANU LPR-200,017,False,,False,False,datalogger,4,3G; 4B; 5G; 8J,3G; 4B; 5G,8J,1,4,2012-11-21,2025-05-16,2012-11-21/2025-05-16,False,AU; Australia,10.7914/9j20-yq91; 10.7914/SN/5G_2018; 10.7914/SN/8J_2012,ANU LPR-200 (Beige Box)
confirmed-ANU-built,ANU is the manufacturer,datalogger,,False,Australian National University,ANU LPR-200,018,False,,False,False,datalogger,1,8J,,8J,1,1,2012-11-22,2014-03-19,2012-11-22/2014-03-19,False,Australia,10.7914/SN/8J_2012,ANU LPR-200 (Beige Box)
confirmed-ANU-built,ANU is the manufacturer,datalogger,,False,Australian National University,ANU LPR-200,019,False,,False,False,datalogger,1,8J,,8J,1,1,2012-11-22,2014-03-13,2012-11-22/2014-03-13,False,Australia,10.7914/SN/8J_2012,ANU LPR-200 (Beige Box)
confirmed-ANU-built,ANU is the manufacturer,datalogger,,False,Australian National University,ANU LPR-200,021,False,,False,False,datalogger,5,3G; 5G; 8J; 8M; ZJ,3G; 5G; ZJ,8J; 8M,2,5,2012-11-27,2028-04-01,2012-11-27/2028-04-01,False,Australia; NZ,10.7914/0zmj-7e94; 10.7914/SN/5G_2018; 10.7914/SN/8J_2012; 10.7914/SN/8M_2016,ANU LPR-200 (Beige Box)
confirmed-ANU-built,ANU is the manufacturer,datalogger,,False,Australian National University,ANU LPR-200,022,False,,False,False,datalogger,5,3G; 4J; 5G; 6K; 8J,3G; 5G; 6K,4J; 8J,2,5,2012-11-23,2022-06-10,2012-11-23/2022-06-10,False,Australia,10.7914/SN/4J_2014; 10.7914/SN/5G_2018; 10.7914/SN/6K_2020; 10.7914/SN/8J_2012,ANU LPR-200 (Beige Box)
confirmed-ANU-built,ANU is the manufacturer,datalogger,,False,Australian National University,ANU LPR-200,023,False,,False,False,datalogger,3,4J; 6K; 8J,6K,4J; 8J,2,3,2012-11-20,2022-04-22,2012-11-20/2022-04-22,False,Australia,10.7914/SN/4J_2014; 10.7914/SN/6K_2020; 10.7914/SN/8J_2012,ANU LPR-200 (Beige Box)
confirmed-ANU-built,ANU is the manufacturer,datalogger,,True,Australian National University,ANU LPR-200,024,False,,False,False,datalogger,5,1K; 1Q; 3G; 5G; 8J,3G; 5G,1K; 1Q; 8J,3,5,2012-11-21,2022-06-12,2012-11-21/2022-06-12,False,Australia,10.7914/SN/1Q_2016; 10.7914/SN/5G_2018; 10.7914/SN/8J_2012,ANU LPR-200 (Beige Box)
confirmed-ANU-built,ANU is the manufacturer,datalogger,,False,Australian National University,ANU LPR-200,025,False,,False,False,datalogger,5,3G; 4J; 5G; 8J; 8M,3G; 5G,4J; 8J; 8M,3,5,2012-11-19,2021-09-29,2012-11-19/2021-09-29,False,Australia,10.7914/SN/4J_2014; 10.7914/SN/5G_2018; 10.7914/SN/8J_2012; 10.7914/SN/8M_2016,ANU LPR-200 (Beige Box)
confirmed-ANU-built,ANU is the manufacturer,datalogger,,True,Australian National University,ANU LPR-200,026,False,,False,False,datalogger,4,1Q; 4J; 6K; 8J,6K,1Q; 4J; 8J,3,4,2012-11-21,2022-04-10,2012-11-21/2022-04-10,False,Australia,10.7914/SN/1Q_2016; 10.7914/SN/4J_2014; 10.7914/SN/6K_2020; 10.7914/SN/8J_2012,ANU LPR-200 (Beige Box)
confirmed-ANU-built,ANU is the manufacturer,datalogger,,False,Australian National University,ANU LPR-200,027,False,,False,False,datalogger,3,1E; 6C; 8J,,1E; 6C; 8J,3,3,2012-11-22,2015-12-23,2012-11-22/2015-12-23,False,Australia,10.7914/SN/1E_2013; 10.7914/SN/6C_2015; 10.7914/SN/8J_2012,ANU LPR-200 (Beige Box)
confirmed-ANU-built,ANU is the manufacturer,datalogger,,False,Australian National University,ANU LPR-200,028,False,,False,False,datalogger,4,3G; 4J; 5G; 8J,3G; 5G,4J; 8J,2,5,2012-11-19,2022-06-08,2012-11-19/2022-06-08,False,Australia,10.7914/SN/4J_2014; 10.7914/SN/5G_2018; 10.7914/SN/8J_2012,ANU LPR-200 (Beige Box)
confirmed-ANU-built,ANU is the manufacturer,datalogger,,True,Australian National University,ANU LPR-200,029,False,,False,False,datalogger,6,1Q; 3G; 4J; 5G; 6T; 8J,3G; 5G,1Q; 4J; 6T; 8J,4,7,2012-11-22,,2012-11-22/,True,AUS; Australia,10.7914/4e87-j738; 10.7914/SN/1Q_2016; 10.7914/SN/4J_2014; 10.7914/SN/5G_2018; 10.7914/SN/8J_2012,ANU LPR-200 (Beige Box)
confirmed-ANU-built,ANU is the manufacturer,datalogger,,False,Australian National University,ANU LPR-200,030,False,30,False,False,datalogger,4,6C; 6Y; 8J; 9X,6Y,6C; 8J; 9X,3,4,2012-11-24,2023-10-16,2012-11-24/2023-10-16,False,Antarctica; Australia; NZ,10.7914/SN/6C_2015; 10.7914/SN/8J_2012; 10.7914/b1k3-3c71; 10.7914/jr68-qq17,ANU LPR-200 (Beige Box)
confirmed-ANU-built,ANU is the manufacturer,datalogger,,False,Australian National University,ANU LPR-200,031,False,,False,False,datalogger,2,1E; 6C,,1E; 6C,2,2,2013-11-14,2015-12-23,2013-11-14/2015-12-23,False,Australia,10.7914/SN/1E_2013; 10.7914/SN/6C_2015,ANU LPR-200 (Beige Box)
confirmed-ANU-built,ANU is the manufacturer,datalogger,,True,Australian National University,ANU LPR-200,032,False,,False,False,datalogger,3,1E; 1Q; 8J,,1E; 1Q; 8J,3,3,2012-11-23,2017-10-17,2012-11-23/2017-10-17,False,Australia,10.7914/SN/1E_2013; 10.7914/SN/1Q_2016; 10.7914/SN/8J_2012,ANU LPR-200 (Beige Box)
confirmed-ANU-built,ANU is the manufacturer,datalogger,,True,Australian National University,ANU LPR-200,033,False,,False,False,datalogger,6,1Q; 3G; 4B; 4J; 6K; 8J,3G; 4B; 6K,1Q; 4J; 8J,3,7,2012-11-21,2026-05-03,2012-11-21/2026-05-03,False,AU; Australia,10.7914/9j20-yq91; 10.7914/SN/1Q_2016; 10.7914/SN/4J_2014; 10.7914/SN/6K_2020; 10.7914/SN/8J_2012,ANU LPR-200 (Beige Box)
confirmed-ANU-built,ANU is the manufacturer,datalogger,,False,Australian National University,ANU LPR-200,034,False,,False,False,datalogger,4,3G; 5G; 6C; 8J,3G; 5G,6C; 8J,2,4,2013-04-11,2022-06-12,2013-04-11/2022-06-12,False,Australia,10.7914/SN/5G_2018; 10.7914/SN/6C_2015; 10.7914/SN/8J_2012,ANU LPR-200 (Beige Box)
confirmed-ANU-built,ANU is the manufacturer,datalogger,,False,Australian National University,ANU LPR-200,035,False,,False,False,datalogger,3,3G; 5G; 8J,3G; 5G,8J,1,3,2012-11-22,2022-06-14,2012-11-22/2022-06-14,False,Australia,10.7914/SN/5G_2018; 10.7914/SN/8J_2012,ANU LPR-200 (Beige Box)
confirmed-ANU-built,ANU is the manufacturer,datalogger,,True,Australian National University,ANU LPR-200,036,False,36,False,False,datalogger,4,1Q; 3G; 8J; WG,3G,1Q; 8J; WG,3,6,2012-11-24,2025-02-27,2012-11-24/2025-02-27,False,Australia,10.7914/SN/1Q_2016; 10.7914/SN/8J_2012; 10.7914/xagc-se62,ANU LPR-200; ANU LPR-200 (Beige Box)
confirmed-ANU-built,ANU is the manufacturer,datalogger,,False,Australian National University,ANU LPR-200,037,False,,False,False,datalogger,1,8J,,8J,1,2,2012-11-26,2013-11-13,2012-11-26/2013-11-13,False,Australia,10.7914/SN/8J_2012,ANU LPR-200 (Beige Box)
confirmed-ANU-built,ANU is the manufacturer,datalogger,,False,Australian National University,ANU LPR-200,038,False,,False,False,datalogger,5,3G; 4J; 5G; 6K; 8J,3G; 5G; 6K,4J; 8J,2,6,2012-11-22,2022-06-12,2012-11-22/2022-06-12,False,Australia,10.7914/SN/4J_2014; 10.7914/SN/5G_2018; 10.7914/SN/6K_2020; 10.7914/SN/8J_2012,ANU LPR-200 (Beige Box)
confirmed-ANU-built,ANU is the manufacturer,datalogger,,False,Australian National University,ANU LPR-200,039,False,,False,False,datalogger,2,5J; 9V,5J,9V,1,2,2016-03-11,2020-02-02,2016-03-11/2020-02-02,False,Antarctica; Australia,10.7914/nrw9-9825,ANU LPR-200 (Beige Box)
confirmed-ANU-built,ANU is the manufacturer,datalogger,,True,Australian National University,ANU LPR-200,040,False,40,False,False,datalogger,6,1E; 1Q; 3G; 4J; 8J; WG,3G,1E; 1Q; 4J; 8J; WG,5,7,2012-11-23,2025-03-04,2012-11-23/2025-03-04,False,Australia,10.7914/SN/1E_2013; 10.7914/SN/1Q_2016; 10.7914/SN/4J_2014; 10.7914/SN/8J_2012; 10.7914/xagc-se62,ANU LPR-200; ANU LPR-200 (Beige Box)
confirmed-ANU-built,ANU is the manufacturer,datalogger,,False,Australian National University,ANU LPR-200,041,False,,False,False,datalogger,3,5G; 6C; 8J,5G,6C; 8J,2,4,2012-11-20,2022-09-10,2012-11-20/2022-09-10,False,Australia,10.7914/SN/5G_2018; 10.7914/SN/6C_2015; 10.7914/SN/8J_2012,ANU LPR-200 (Beige Box)
confirmed-ANU-built,ANU is the manufacturer,datalogger,,False,Australian National University,ANU LPR-200,042,False,42,False,False,datalogger,2,6Y; 8J,6Y,8J,1,3,2012-11-22,2023-09-07,2012-11-22/2023-09-07,False,Australia; NZ,10.7914/SN/8J_2012; 10.7914/jr68-qq17,ANU LPR-200 (Beige Box)
confirmed-ANU-built,ANU is the manufacturer,datalogger,,False,Australian National University,ANU LPR-200,043,False,,False,False,datalogger,5,1E; 3G; 5G; 6C; 8J,3G; 5G,1E; 6C; 8J,3,5,2012-11-25,2021-10-26,2012-11-25/2021-10-26,False,Australia,10.7914/SN/1E_2013; 10.7914/SN/5G_2018; 10.7914/SN/6C_2015; 10.7914/SN/8J_2012,ANU LPR-200 (Beige Box)
confirmed-ANU-built,ANU is the manufacturer,datalogger,,False,Australian National University,ANU LPR-200,044,False,44,False,False,datalogger,5,1E; 1K; 5G; 8J; WG,5G,1E; 1K; 8J; WG,4,7,2012-11-23,2026-04-26,2012-11-23/2026-04-26,False,Australia,10.7914/SN/1E_2013; 10.7914/SN/5G_2018; 10.7914/SN/8J_2012; 10.7914/xagc-se62,ANU LPR-200; ANU LPR-200 (Beige Box)
confirmed-ANU-built,ANU is the manufacturer,datalogger,,True,Australian National University,ANU LPR-200,045,False,,False,False,datalogger,3,1Q; 5G; 8J,5G,1Q; 8J,2,3,2012-11-25,2021-09-29,2012-11-25/2021-09-29,False,Australia,10.7914/SN/1Q_2016; 10.7914/SN/5G_2018; 10.7914/SN/8J_2012,ANU LPR-200 (Beige Box)
confirmed-ANU-built,ANU is the manufacturer,datalogger,,False,Australian National University,ANU LPR-200,046,False,46,False,False,datalogger,2,6Y; 8J,6Y,8J,1,3,2012-11-21,2023-10-17,2012-11-21/2023-10-17,False,Australia; NZ,10.7914/SN/8J_2012; 10.7914/jr68-qq17,ANU LPR-200 (Beige Box)
confirmed-ANU-built,ANU is the manufacturer,datalogger,,False,Australian National University,ANU LPR-200,047,False,47,False,False,datalogger,4,1K; 6Y; 8J; 9X,6Y,1K; 8J; 9X,3,5,2012-11-22,2023-10-18,2012-11-22/2023-10-18,False,Antarctica; Australia; NZ,10.7914/SN/8J_2012; 10.7914/b1k3-3c71; 10.7914/jr68-qq17,ANU LPR-200 (Beige Box)
confirmed-ANU-built,ANU is the manufacturer,datalogger,,False,Australian National University,ANU LPR-200,048,False,,False,False,datalogger,2,1K; 8J,,1K; 8J,2,2,2012-11-27,2015-08-31,2012-11-27/2015-08-31,False,Australia,10.7914/SN/8J_2012,ANU LPR-200 (Beige Box)
confirmed-ANU-built,ANU is the manufacturer,datalogger,,False,Australian National University,ANU LPR-200,049,False,,False,False,datalogger,3,1G; 8J; YS,1G,8J; YS,2,3,2012-11-26,2019-01-07,2012-11-26/2019-01-07,False,Australia; Indonesia,10.7914/SN/8J_2012,ANU LPR-200 (Beige Box)
confirmed-ANU-built,ANU is the manufacturer,datalogger,,False,Australian National University,ANU LPR-200,050,False,,False,False,datalogger,1,8J,,8J,1,2,2012-11-21,2014-08-05,2012-11-21/2014-08-05,False,Australia,10.7914/SN/8J_2012,ANU LPR-200 (Beige Box)
confirmed-ANU-built,ANU is the manufacturer,datalogger,,False,Australian National University,ANU LPR-200,051,False,51,False,False,datalogger,4,1K; 6Y; 8J; 9X,6Y,1K; 8J; 9X,3,4,2012-11-25,2023-09-29,2012-11-25/2023-09-29,False,Antarctica; Australia; NZ,10.7914/SN/8J_2012; 10.7914/b1k3-3c71; 10.7914/jr68-qq17,ANU LPR-200 (Beige Box)
confirmed-ANU-built,ANU is the manufacturer,datalogger,,False,Australian National University,ANU LPR-200,052,False,,False,False,datalogger,4,1E; 4J; 8J; 9V,,1E; 4J; 8J; 9V,4,4,2012-11-25,2019-01-09,2012-11-25/2019-01-09,False,Antarctica; Australia,10.7914/SN/1E_2013; 10.7914/SN/4J_2014; 10.7914/SN/8J_2012; 10.7914/nrw9-9825,ANU LPR-200 (Beige Box)
confirmed-ANU-built,ANU is the manufacturer,datalogger,,False,Australian National University,ANU LPR-200,053,False,,False,False,datalogger,1,8J,,8J,1,2,2012-11-24,2014-07-31,2012-11-24/2014-07-31,False,Australia,10.7914/SN/8J_2012,ANU LPR-200 (Beige Box)
confirmed-ANU-built,ANU is the manufacturer,datalogger,,False,Australian National University,ANU LPR-200,054,False,,False,False,datalogger,1,8J,,8J,1,1,2012-11-20,2014-03-24,2012-11-20/2014-03-24,False,Australia,10.7914/SN/8J_2012,ANU LPR-200 (Beige Box)
confirmed-ANU-built,ANU is the manufacturer,datalogger,,True,Australian National University,ANU LPR-200,055,False,,False,False,datalogger,3,1Q; 6T; 8J,,1Q; 6T; 8J,3,3,2012-11-23,,2012-11-23/,True,AUS; Australia,10.7914/4e87-j738; 10.7914/SN/1Q_2016; 10.7914/SN/8J_2012,ANU LPR-200 (Beige Box)
confirmed-ANU-built,ANU is the manufacturer,datalogger,,False,Australian National University,ANU LPR-200,056,False,,False,False,datalogger,4,3G; 4J; 6K; 8J,3G; 6K,4J; 8J,2,4,2012-11-22,2021-12-15,2012-11-22/2021-12-15,False,Australia,10.7914/SN/4J_2014; 10.7914/SN/6K_2020; 10.7914/SN/8J_2012,ANU LPR-200 (Beige Box)
confirmed-ANU-built,ANU is the manufacturer,datalogger,,False,Australian National University,ANU LPR-200,057,False,,False,False,datalogger,6,1E; 3G; 4J; 5G; 6T; 8J,3G; 5G,1E; 4J; 6T; 8J,4,6,2012-11-24,,2012-11-24/,True,AUS; Australia,10.7914/4e87-j738; 10.7914/SN/1E_2013; 10.7914/SN/4J_2014; 10.7914/SN/5G_2018; 10.7914/SN/8J_2012,ANU LPR-200 (Beige Box)
confirmed-ANU-built,ANU is the manufacturer,datalogger,,False,Australian National University,ANU LPR-200,059,False,,False,False,datalogger,2,1G; YS,1G,YS,1,2,2014-11-19,2019-08-19,2014-11-19/2019-08-19,False,Indonesia,,ANU LPR-200 (Beige Box)
confirmed-ANU-built,ANU is the manufacturer,datalogger,,False,Australian National University,ANU LPR-200,061,False,,False,False,datalogger,1,5G,5G,,0,1,2019-08-02,2021-04-16,2019-08-02/2021-04-16,False,Australia,10.7914/SN/5G_2018,ANU LPR-200 (Beige Box)
confirmed-ANU-built,ANU is the manufacturer,datalogger,,True,Australian National University,ANU LPR-200,064,False,64,False,False,datalogger,5,1Q; 3G; 4J; 6K; WG,3G; 6K,1Q; 4J; WG,3,6,2014-05-20,2025-03-02,2014-05-20/2025-03-02,False,Australia,10.7914/SN/1Q_2016; 10.7914/SN/4J_2014; 10.7914/SN/6K_2020; 10.7914/xagc-se62,ANU LPR-200; ANU LPR-200 (Beige Box)
confirmed-ANU-built,ANU is the manufacturer,datalogger,,False,Australian National University,ANU LPR-200,067,False,,False,False,datalogger,1,6C,,6C,1,1,2015-02-16,2015-12-30,2015-02-16/2015-12-30,False,Australia,10.7914/SN/6C_2015,ANU LPR-200 (Beige Box)
confirmed-ANU-built,ANU is the manufacturer,datalogger,,False,Australian National University,ANU LPR-200,074,False,,False,False,datalogger,2,1G; YS,1G,YS,1,2,2014-11-01,2019-05-18,2014-11-01/2019-05-18,False,Indonesia,,ANU LPR-200 (Beige Box)
confirmed-ANU-built,ANU is the manufacturer,datalogger,,False,Australian National University,ANU LPR-200,092,False,,False,False,datalogger,2,1G; YS,1G,YS,1,2,2014-11-01,2019-01-16,2014-11-01/2019-01-16,False,Indonesia,,ANU LPR-200 (Beige Box)
confirmed-ANU-built,ANU is the manufacturer,datalogger,,False,Australian National University,ANU LPR-200,100,False,,False,False,datalogger,1,5G,5G,,0,1,2018-10-24,2022-06-12,2018-10-24/2022-06-12,False,Australia,10.7914/SN/5G_2018,ANU LPR-200 (Beige Box)
confirmed-ANU-built,ANU is the manufacturer,datalogger,,False,Australian National University,ANU LPR-200,103,False,,False,False,datalogger,1,6Y,6Y,,0,1,2022-10-07,2023-10-18,2022-10-07/2023-10-18,False,NZ,10.7914/jr68-qq17,ANU LPR-200 (Beige Box)
confirmed-ANU-built,ANU is the manufacturer,datalogger,,True,Australian National University,ANU LPR-200,104,False,,False,False,datalogger,5,1Q; 4J; 5G; 6K; 8J,5G; 6K,1Q; 4J; 8J,3,5,2013-09-13,2022-06-09,2013-09-13/2022-06-09,False,Australia,10.7914/SN/1Q_2016; 10.7914/SN/4J_2014; 10.7914/SN/5G_2018; 10.7914/SN/6K_2020; 10.7914/SN/8J_2012,ANU LPR-200 (Beige Box)
confirmed-ANU-built,ANU is the manufacturer,datalogger,,False,Australian National University,ANU LPR-200,105,False,,False,False,datalogger,3,6C; 6Y; 9X,6Y,6C; 9X,2,3,2015-02-16,2023-02-20,2015-02-16/2023-02-20,False,Antarctica; Australia; NZ,10.7914/SN/6C_2015; 10.7914/b1k3-3c71; 10.7914/jr68-qq17,ANU LPR-200 (Beige Box)
confirmed-ANU-built,ANU is the manufacturer,datalogger,,False,Australian National University,ANU LPR-200,106,False,,False,False,datalogger,2,4J; 9V,,4J; 9V,2,2,2014-09-10,2024-01-12,2014-09-10/2024-01-12,False,Antarctica; Australia,10.7914/SN/4J_2014; 10.7914/nrw9-9825,ANU LPR-200 (Beige Box)
confirmed-ANU-built,ANU is the manufacturer,datalogger,,True,Australian National University,ANU LPR-200,107,False,,False,False,datalogger,3,1E; 1Q; ZR,,1E; 1Q; ZR,3,3,2010-09-07,2017-07-04,2010-09-07/2017-07-04,False,Australia,10.7914/SN/1E_2013; 10.7914/SN/1Q_2016; 10.7914/SN/ZR_2009,ANU LPR-200 (ANUSR); ANU LPR-200 (Beige Box)
confirmed-ANU-built,ANU is the manufacturer,datalogger,,True,Australian National University,ANU LPR-200,109,False,,False,False,datalogger,4,1Q; 6K; 8J; ZR,6K,1Q; 8J; ZR,3,5,2009-06-20,2021-12-29,2009-06-20/2021-12-29,False,Australia,10.7914/SN/1Q_2016; 10.7914/SN/6K_2020; 10.7914/SN/8J_2012; 10.7914/SN/ZR_2009,ANU LPR-200 (ANUSR); ANU LPR-200 (Beige Box)
confirmed-ANU-built,ANU is the manufacturer,datalogger,,False,Australian National University,ANU LPR-200,110,False,,False,False,datalogger,3,4J; 5G; 8J,5G,4J; 8J,2,4,2013-09-18,2022-06-10,2013-09-18/2022-06-10,False,Australia,10.7914/SN/4J_2014; 10.7914/SN/5G_2018; 10.7914/SN/8J_2012,ANU LPR-200 (Beige Box)
confirmed-ANU-built,ANU is the manufacturer,datalogger,,False,Australian National University,ANU LPR-200,115,False,,False,False,datalogger,1,1E,,1E,1,1,2013-11-12,2014-11-11,2013-11-12/2014-11-11,False,Australia,10.7914/SN/1E_2013,ANU LPR-200 (Beige Box)
confirmed-ANU-built,ANU is the manufacturer,datalogger,,False,Australian National University,ANU LPR-200,116,False,,False,False,datalogger,1,4J,,4J,1,1,2014-05-21,2015-05-06,2014-05-21/2015-05-06,False,Australia,10.7914/SN/4J_2014,ANU LPR-200 (Beige Box)
confirmed-ANU-built,ANU is the manufacturer,datalogger,,True,Australian National University,ANU LPR-200,117,False,,False,False,datalogger,4,4J; 5G; 8J; ZR,5G,4J; 8J; ZR,3,5,2009-09-10,2022-06-12,2009-09-10/2022-06-12,False,Australia,10.7914/SN/4J_2014; 10.7914/SN/5G_2018; 10.7914/SN/8J_2012; 10.7914/SN/ZR_2009,ANU LPR-200 (ANUSR); ANU LPR-200 (Beige Box)
confirmed-ANU-built,ANU is the manufacturer,datalogger,,False,Australian National University,ANU LPR-200,118,False,,False,False,datalogger,2,4J; 8J,,4J; 8J,2,2,2012-11-22,2015-06-24,2012-11-22/2015-06-24,False,Australia,10.7914/SN/4J_2014; 10.7914/SN/8J_2012,ANU LPR-200 (Beige Box)
confirmed-ANU-built,ANU is the manufacturer,datalogger,,True,Australian National University,ANU LPR-200,121,False,,False,False,datalogger,1,ZR,,ZR,1,1,2009-06-19,2010-07-31,2009-06-19/2010-07-31,False,Australia,10.7914/SN/ZR_2009,ANU LPR-200 (ANUSR)
confirmed-ANU-built,ANU is the manufacturer,datalogger,,True,Australian National University,ANU LPR-200,124,False,,False,False,datalogger,5,1Q; 3G; 4J; 5G; 8J,3G; 5G,1Q; 4J; 8J,3,5,2012-11-21,2022-06-12,2012-11-21/2022-06-12,False,Australia,10.7914/SN/1Q_2016; 10.7914/SN/4J_2014; 10.7914/SN/5G_2018; 10.7914/SN/8J_2012,ANU LPR-200 (Beige Box)
confirmed-ANU-built,ANU is the manufacturer,datalogger,,True,Australian National University,ANU LPR-200,125,False,,False,False,datalogger,7,1Q; 4B; 4J; 5G; 5J; 6K; ZR,4B; 5G; 5J; 6K,1Q; 4J; ZR,3,8,2010-09-11,2024-09-29,2010-09-11/2024-09-29,False,AU; Australia,10.7914/9j20-yq91; 10.7914/SN/1Q_2016; 10.7914/SN/4J_2014; 10.7914/SN/5G_2018; 10.7914/SN/6K_2020; 10.7914/SN/ZR_2009,ANU LPR-200 (ANUSR); ANU LPR-200 (Beige Box)
confirmed-ANU-built,ANU is the manufacturer,datalogger,,True,Australian National University,ANU LPR-200,126,False,,False,False,datalogger,5,1E; 1Q; 3G; 5G; ZR,3G; 5G,1E; 1Q; ZR,3,6,2010-09-08,2022-06-12,2010-09-08/2022-06-12,False,Australia,10.7914/SN/1E_2013; 10.7914/SN/1Q_2016; 10.7914/SN/5G_2018; 10.7914/SN/ZR_2009,ANU LPR-200 (ANUSR); ANU LPR-200 (Beige Box)
confirmed-ANU-built,ANU is the manufacturer,datalogger,,True,Australian National University,ANU LPR-200,127,False,,False,False,datalogger,5,1Q; 5G; 5J; 6K; 8J,5G; 5J; 6K,1Q; 8J,2,5,2013-09-14,2022-06-09,2013-09-14/2022-06-09,False,Australia,10.7914/SN/1Q_2016; 10.7914/SN/5G_2018; 10.7914/SN/6K_2020; 10.7914/SN/8J_2012,ANU LPR-200 (Beige Box)
confirmed-ANU-built,ANU is the manufacturer,datalogger,,True,Australian National University,ANU LPR-200,128,False,,False,False,datalogger,6,1Q; 3G; 4J; 5G; 8J; ZR,3G; 5G,1Q; 4J; 8J; ZR,4,7,2009-06-19,2022-06-14,2009-06-19/2022-06-14,False,Australia,10.7914/SN/1Q_2016; 10.7914/SN/4J_2014; 10.7914/SN/5G_2018; 10.7914/SN/8J_2012; 10.7914/SN/ZR_2009,ANU LPR-200 (ANUSR); ANU LPR-200 (Beige Box)
confirmed-ANU-built,ANU is the manufacturer,datalogger,,False,Australian National University,ANU LPR-200,129,False,,False,False,datalogger,4,6C; 6Y; 8J; 9X,6Y,6C; 8J; 9X,3,4,2012-11-20,2023-10-17,2012-11-20/2023-10-17,False,Antarctica; Australia; NZ,10.7914/SN/6C_2015; 10.7914/SN/8J_2012; 10.7914/b1k3-3c71; 10.7914/jr68-qq17,ANU LPR-200 (Beige Box)
