attribution,basis,instrument_class,auscope_sites,funding_names_auscope,manufacturer,model,serial,serial_reconstructed,serial_merged,serial_variant_conflict,integrated_node,roles,n_networks,networks,networks_auscope,networks_other,n_networks_other,n_deployments,coverage_start,coverage_end,coverage_pidinst,still_deployed,countries,network_dois,raw_model_variants
confirmed-AuScope,"AuScope experiment: CURNAMONA CUBE,VULCAN ADI,WESTERN GAWLER ADI",nodal-short-period,,False,DTCC (SmartSolo),DTCC SmartSolo 16HR-3C,453012295,False,,False,True,sensor,3,2X; 3X; 6D,2X; 3X; 6D,,0,3,2022-02-10,2022-07-20,2022-02-10/2022-07-20,False,Australia,10.7914/6q5b-va48; 10.7914/xnz7-th21,DTCC SmartSolo 16HR-3C 5 Hz 76.6 V/m/s
confirmed-AuScope,"AuScope experiment: CURNAMONA CUBE,OKSN,VULCAN ADI,WESTERN GAWLER ADI,WETA",nodal-short-period,,False,DTCC (SmartSolo),DTCC SmartSolo 16HR-3C,453012350,False,,False,True,sensor,5,2E; 2X; 3X; 6D; Y7,2E; 2X; 3X; 6D; Y7,,0,7,2022-02-10,2026-03-11,2022-02-10/2026-03-11,False,Australia; NZ; New Zealand,10.7914/37v8-hv88; 10.7914/6q5b-va48; 10.7914/kd1t-kt29; 10.7914/xnz7-th21,DTCC SmartSolo 16HR-3C 5 Hz 76.6 V/m/s
confirmed-AuScope,"AuScope experiment: CURNAMONA CUBE,EYRE PENINSULA,VULCAN ADI",nodal-short-period,,False,DTCC (SmartSolo),DTCC SmartSolo 16HR-3C,453012370,False,,False,True,sensor,3,2X; 3X; 9M,2X; 3X; 9M,,0,3,2022-02-10,2024-03-29,2022-02-10/2024-03-29,False,AUS; Australia,10.7914/6q5b-va48; 10.7914/ac1p-7y35; 10.7914/xnz7-th21,DTCC SmartSolo 16HR-3C 5 Hz 76.6 V/m/s
confirmed-AuScope,"AuScope experiment: CURNAMONA CUBE,EYRE PENINSULA,MUNDI MUNDI,VULCAN ADI",nodal-short-period,,False,DTCC (SmartSolo),DTCC SmartSolo 16HR-3C,453012379,False,,False,True,sensor,4,1H; 2X; 3X; 9M,1H; 2X; 3X; 9M,,0,5,2022-02-09,2024-11-04,2022-02-09/2024-11-04,False,AUS; Australia,10.7914/6q5b-va48; 10.7914/ac1p-7y35; 10.7914/psbw-7z20; 10.7914/xnz7-th21,DTCC SmartSolo 16HR-3C 5 Hz 76.6 V/m/s
confirmed-AuScope,"AuScope experiment: CURNAMONA CUBE,VULCAN ADI,WESTERN GAWLER ADI",nodal-short-period,,False,DTCC (SmartSolo),DTCC SmartSolo 16HR-3C,453012386,False,,False,True,sensor,3,2X; 3X; 6D,2X; 3X; 6D,,0,3,2022-02-10,2022-07-23,2022-02-10/2022-07-23,False,Australia,10.7914/6q5b-va48; 10.7914/xnz7-th21,DTCC SmartSolo 16HR-3C 5 Hz 76.6 V/m/s
confirmed-AuScope,"AuScope experiment: CURNAMONA CUBE,VULCAN ADI,WESTERN GAWLER ADI",nodal-short-period,,False,DTCC (SmartSolo),DTCC SmartSolo 16HR-3C,453012392,False,,False,True,sensor,3,2X; 3X; 6D,2X; 3X; 6D,,0,3,2022-02-09,2022-07-21,2022-02-09/2022-07-21,False,Australia,10.7914/6q5b-va48; 10.7914/xnz7-th21,DTCC SmartSolo 16HR-3C 5 Hz 76.6 V/m/s
confirmed-AuScope,"AuScope experiment: CURNAMONA CUBE,VULCAN ADI,WESTERN GAWLER ADI",nodal-short-period,,False,DTCC (SmartSolo),DTCC SmartSolo 16HR-3C,453012429,False,,False,True,sensor,3,2X; 3X; 6D,2X; 3X; 6D,,0,3,2022-02-09,2022-07-23,2022-02-09/2022-07-23,False,Australia,10.7914/6q5b-va48; 10.7914/xnz7-th21,DTCC SmartSolo 16HR-3C 5 Hz 76.6 V/m/s
confirmed-AuScope,"AuScope experiment: CURNAMONA CUBE,EYRE PENINSULA,MUNDI MUNDI,VULCAN ADI,WESTERN GAWLER ADI",nodal-short-period,,False,DTCC (SmartSolo),DTCC SmartSolo 16HR-3C,453012437,False,,False,True,sensor,5,1H; 2X; 3X; 6D; 9M,1H; 2X; 3X; 6D; 9M,,0,6,2022-02-10,2024-11-03,2022-02-10/2024-11-03,False,AUS; Australia,10.7914/6q5b-va48; 10.7914/ac1p-7y35; 10.7914/psbw-7z20; 10.7914/xnz7-th21,DTCC SmartSolo 16HR-3C 5 Hz 76.6 V/m/s
confirmed-AuScope,"AuScope experiment: CURNAMONA CUBE,VULCAN ADI,WESTERN GAWLER ADI",nodal-short-period,,False,DTCC (SmartSolo),DTCC SmartSolo 16HR-3C,453012444,False,,False,True,sensor,3,2X; 3X; 6D,2X; 3X; 6D,,0,3,2022-02-10,2022-07-22,2022-02-10/2022-07-22,False,Australia,10.7914/6q5b-va48; 10.7914/xnz7-th21,DTCC SmartSolo 16HR-3C 5 Hz 76.6 V/m/s
confirmed-AuScope,"AuScope experiment: CURNAMONA CUBE,VULCAN ADI,WESTERN GAWLER ADI",nodal-short-period,,False,DTCC (SmartSolo),DTCC SmartSolo 16HR-3C,453012465,False,,False,True,sensor,3,2X; 3X; 6D,2X; 3X; 6D,,0,3,2022-02-09,2022-07-22,2022-02-09/2022-07-22,False,Australia,10.7914/6q5b-va48; 10.7914/xnz7-th21,DTCC SmartSolo 16HR-3C 5 Hz 76.6 V/m/s
confirmed-AuScope,"AuScope experiment: CURNAMONA CUBE,OKSN,VULCAN ADI,WETA",nodal-short-period,,False,DTCC (SmartSolo),DTCC SmartSolo 16HR-3C,453012485,False,,False,True,sensor,4,2E; 2X; 3X; Y7,2E; 2X; 3X; Y7,,0,5,2022-02-10,2026-03-10,2022-02-10/2026-03-10,False,Australia; NZ; New Zealand,10.7914/37v8-hv88; 10.7914/6q5b-va48; 10.7914/kd1t-kt29; 10.7914/xnz7-th21,DTCC SmartSolo 16HR-3C 5 Hz 76.6 V/m/s
confirmed-AuScope,"AuScope experiment: CURNAMONA CUBE,VULCAN ADI",nodal-short-period,,False,DTCC (SmartSolo),DTCC SmartSolo 16HR-3C,453012750,False,,False,True,sensor,2,2X; 3X,2X; 3X,,0,2,2022-02-10,2022-07-23,2022-02-10/2022-07-23,False,Australia,10.7914/6q5b-va48; 10.7914/xnz7-th21,DTCC SmartSolo 16HR-3C 5 Hz 76.6 V/m/s
confirmed-AuScope,"AuScope experiment: CURNAMONA CUBE,VULCAN ADI,WESTERN GAWLER ADI",nodal-short-period,,False,DTCC (SmartSolo),DTCC SmartSolo 16HR-3C,453012782,False,,False,True,sensor,3,2X; 3X; 6D,2X; 3X; 6D,,0,3,2022-02-11,2022-07-22,2022-02-11/2022-07-22,False,Australia,10.7914/6q5b-va48; 10.7914/xnz7-th21,DTCC SmartSolo 16HR-3C 5 Hz 76.6 V/m/s
confirmed-AuScope,"AuScope experiment: CURNAMONA CUBE,OKSN,VULCAN ADI,WESTERN GAWLER ADI,WETA",nodal-short-period,,False,DTCC (SmartSolo),DTCC SmartSolo 16HR-3C,453012812,False,,False,True,sensor,5,2E; 2X; 3X; 6D; Y7,2E; 2X; 3X; 6D; Y7,,0,7,2022-02-09,2026-03-11,2022-02-09/2026-03-11,False,Australia; NZ; New Zealand,10.7914/37v8-hv88; 10.7914/6q5b-va48; 10.7914/kd1t-kt29; 10.7914/xnz7-th21,DTCC SmartSolo 16HR-3C 5 Hz 76.6 V/m/s
confirmed-AuScope,"AuScope experiment: CURNAMONA CUBE,OKSN,VULCAN ADI,WESTERN GAWLER ADI,WETA",nodal-short-period,,False,DTCC (SmartSolo),DTCC SmartSolo 16HR-3C,453012819,False,,False,True,sensor,5,2E; 2X; 3X; 6D; Y7,2E; 2X; 3X; 6D; Y7,,0,10,2022-02-09,2026-03-10,2022-02-09/2026-03-10,False,Australia; NZ; New Zealand,10.7914/37v8-hv88; 10.7914/6q5b-va48; 10.7914/kd1t-kt29; 10.7914/xnz7-th21,DTCC SmartSolo 16HR-3C 5 Hz 76.6 V/m/s
confirmed-AuScope,"AuScope experiment: CURNAMONA CUBE,EYRE PENINSULA,MUNDI MUNDI,VULCAN ADI,WESTERN GAWLER ADI",nodal-short-period,,False,DTCC (SmartSolo),DTCC SmartSolo 16HR-3C,453012820,False,,False,True,sensor,5,1H; 2X; 3X; 6D; 9M,1H; 2X; 3X; 6D; 9M,,0,6,2022-02-10,2024-11-04,2022-02-10/2024-11-04,False,AUS; Australia,10.7914/6q5b-va48; 10.7914/ac1p-7y35; 10.7914/psbw-7z20; 10.7914/xnz7-th21,DTCC SmartSolo 16HR-3C 5 Hz 76.6 V/m/s
confirmed-AuScope,"AuScope experiment: CURNAMONA CUBE,OKSN,VULCAN ADI,WESTERN GAWLER ADI,WETA",nodal-short-period,,False,DTCC (SmartSolo),DTCC SmartSolo 16HR-3C,453012827,False,,False,True,sensor,5,2E; 2X; 3X; 6D; Y7,2E; 2X; 3X; 6D; Y7,,0,8,2022-02-09,2026-03-07,2022-02-09/2026-03-07,False,Australia; NZ; New Zealand,10.7914/37v8-hv88; 10.7914/6q5b-va48; 10.7914/kd1t-kt29; 10.7914/xnz7-th21,DTCC SmartSolo 16HR-3C 5 Hz 76.6 V/m/s
confirmed-AuScope,"AuScope experiment: CURNAMONA CUBE,OKSN,VULCAN ADI,WESTERN GAWLER ADI,WETA",nodal-short-period,,False,DTCC (SmartSolo),DTCC SmartSolo 16HR-3C,453012845,False,,False,True,sensor,5,2E; 2X; 3X; 6D; Y7,2E; 2X; 3X; 6D; Y7,,0,8,2022-02-10,2026-03-09,2022-02-10/2026-03-09,False,Australia; NZ; New Zealand,10.7914/37v8-hv88; 10.7914/6q5b-va48; 10.7914/kd1t-kt29; 10.7914/xnz7-th21,DTCC SmartSolo 16HR-3C 5 Hz 76.6 V/m/s
confirmed-AuScope,"AuScope experiment: CURNAMONA CUBE,OKSN,VULCAN ADI,WESTERN GAWLER ADI,WETA",nodal-short-period,,False,DTCC (SmartSolo),DTCC SmartSolo 16HR-3C,453012923,False,,False,True,sensor,5,2E; 2X; 3X; 6D; Y7,2E; 2X; 3X; 6D; Y7,,0,8,2022-02-09,2026-03-10,2022-02-09/2026-03-10,False,Australia; NZ; New Zealand,10.7914/37v8-hv88; 10.7914/6q5b-va48; 10.7914/kd1t-kt29; 10.7914/xnz7-th21,DTCC SmartSolo 16HR-3C 5 Hz 76.6 V/m/s
confirmed-AuScope,"AuScope experiment: CURNAMONA CUBE,OKSN,VULCAN ADI,WETA",nodal-short-period,,False,DTCC (SmartSolo),DTCC SmartSolo 16HR-3C,453012938,False,,False,True,sensor,4,2E; 2X; 3X; Y7,2E; 2X; 3X; Y7,,0,9,2022-02-10,2026-03-10,2022-02-10/2026-03-10,False,Australia; NZ; New Zealand,10.7914/37v8-hv88; 10.7914/6q5b-va48; 10.7914/kd1t-kt29; 10.7914/xnz7-th21,DTCC SmartSolo 16HR-3C 5 Hz 76.6 V/m/s
confirmed-AuScope,"AuScope experiment: CURNAMONA CUBE,EYRE PENINSULA,MUNDI MUNDI,VULCAN ADI,WESTERN GAWLER ADI",nodal-short-period,,False,DTCC (SmartSolo),DTCC SmartSolo 16HR-3C,453012951,False,,False,True,sensor,5,1H; 2X; 3X; 6D; 9M,1H; 2X; 3X; 6D; 9M,,0,6,2022-02-10,2024-11-03,2022-02-10/2024-11-03,False,AUS; Australia,10.7914/6q5b-va48; 10.7914/ac1p-7y35; 10.7914/psbw-7z20; 10.7914/xnz7-th21,DTCC SmartSolo 16HR-3C 5 Hz 76.6 V/m/s
confirmed-AuScope,"AuScope experiment: CURNAMONA CUBE,VULCAN ADI,WESTERN GAWLER ADI",nodal-short-period,,False,DTCC (SmartSolo),DTCC SmartSolo 16HR-3C,453012956,False,,False,True,sensor,3,2X; 3X; 6D,2X; 3X; 6D,,0,3,2022-02-10,2022-07-21,2022-02-10/2022-07-21,False,Australia,10.7914/6q5b-va48; 10.7914/xnz7-th21,DTCC SmartSolo 16HR-3C 5 Hz 76.6 V/m/s
confirmed-AuScope,"AuScope experiment: CURNAMONA CUBE,OKSN,VULCAN ADI,WETA",nodal-short-period,,False,DTCC (SmartSolo),DTCC SmartSolo 16HR-3C,453012984,False,,False,True,sensor,4,2E; 2X; 3X; Y7,2E; 2X; 3X; Y7,,0,7,2022-02-11,2026-03-10,2022-02-11/2026-03-10,False,Australia; NZ; New Zealand,10.7914/37v8-hv88; 10.7914/6q5b-va48; 10.7914/kd1t-kt29; 10.7914/xnz7-th21,DTCC SmartSolo 16HR-3C 5 Hz 76.6 V/m/s
confirmed-AuScope,"AuScope experiment: CURNAMONA CUBE,OKSN,VULCAN ADI,WESTERN GAWLER ADI,WETA",nodal-short-period,,False,DTCC (SmartSolo),DTCC SmartSolo 16HR-3C,453013020,False,,False,True,sensor,5,2E; 2X; 3X; 6D; Y7,2E; 2X; 3X; 6D; Y7,,0,8,2022-02-10,2026-03-10,2022-02-10/2026-03-10,False,Australia; NZ; New Zealand,10.7914/37v8-hv88; 10.7914/6q5b-va48; 10.7914/kd1t-kt29; 10.7914/xnz7-th21,DTCC SmartSolo 16HR-3C 5 Hz 76.6 V/m/s
confirmed-AuScope,"AuScope experiment: CURNAMONA CUBE,OKSN,VULCAN ADI,WESTERN GAWLER ADI,WETA",nodal-short-period,,False,DTCC (SmartSolo),DTCC SmartSolo 16HR-3C,453013035,False,,False,True,sensor,5,2E; 2X; 3X; 6D; Y7,2E; 2X; 3X; 6D; Y7,,0,8,2022-02-10,2026-03-11,2022-02-10/2026-03-11,False,Australia; NZ; New Zealand,10.7914/37v8-hv88; 10.7914/6q5b-va48; 10.7914/kd1t-kt29; 10.7914/xnz7-th21,DTCC SmartSolo 16HR-3C 5 Hz 76.6 V/m/s
confirmed-AuScope,"AuScope experiment: CURNAMONA CUBE,OKSN,VULCAN ADI,WESTERN GAWLER ADI,WETA",nodal-short-period,,False,DTCC (SmartSolo),DTCC SmartSolo 16HR-3C,453013047,False,,False,True,sensor,5,2E; 2X; 3X; 6D; Y7,2E; 2X; 3X; 6D; Y7,,0,9,2022-02-10,2026-03-10,2022-02-10/2026-03-10,False,Australia; NZ; New Zealand,10.7914/37v8-hv88; 10.7914/6q5b-va48; 10.7914/kd1t-kt29; 10.7914/xnz7-th21,DTCC SmartSolo 16HR-3C 5 Hz 76.6 V/m/s
confirmed-AuScope,"AuScope experiment: CURNAMONA CUBE,OKSN,VULCAN ADI,WESTERN GAWLER ADI,WETA",nodal-short-period,,False,DTCC (SmartSolo),DTCC SmartSolo 16HR-3C,453013080,False,,False,True,sensor,5,2E; 2X; 3X; 6D; Y7,2E; 2X; 3X; 6D; Y7,,0,7,2022-02-10,2026-03-07,2022-02-10/2026-03-07,False,Australia; NZ; New Zealand,10.7914/37v8-hv88; 10.7914/6q5b-va48; 10.7914/kd1t-kt29; 10.7914/xnz7-th21,DTCC SmartSolo 16HR-3C 5 Hz 76.6 V/m/s
confirmed-AuScope,"AuScope experiment: CURNAMONA CUBE,EYRE PENINSULA,MUNDI MUNDI,VULCAN ADI,WESTERN GAWLER ADI",nodal-short-period,,False,DTCC (SmartSolo),DTCC SmartSolo 16HR-3C,453013083,False,,False,True,sensor,5,1H; 2X; 3X; 6D; 9M,1H; 2X; 3X; 6D; 9M,,0,6,2022-02-10,2024-11-04,2022-02-10/2024-11-04,False,AUS; Australia,10.7914/6q5b-va48; 10.7914/ac1p-7y35; 10.7914/psbw-7z20; 10.7914/xnz7-th21,DTCC SmartSolo 16HR-3C 5 Hz 76.6 V/m/s
confirmed-AuScope,"AuScope experiment: CURNAMONA CUBE,OKSN,VULCAN ADI,WETA",nodal-short-period,,False,DTCC (SmartSolo),DTCC SmartSolo 16HR-3C,453013097,False,,False,True,sensor,4,2E; 2X; 3X; Y7,2E; 2X; 3X; Y7,,0,8,2022-02-10,2026-03-11,2022-02-10/2026-03-11,False,Australia; NZ; New Zealand,10.7914/37v8-hv88; 10.7914/6q5b-va48; 10.7914/kd1t-kt29; 10.7914/xnz7-th21,DTCC SmartSolo 16HR-3C 5 Hz 76.6 V/m/s
confirmed-AuScope,"AuScope experiment: CURNAMONA CUBE,OKSN,VULCAN ADI,WESTERN GAWLER ADI,WETA",nodal-short-period,,False,DTCC (SmartSolo),DTCC SmartSolo 16HR-3C,453013117,False,,False,True,sensor,5,2E; 2X; 3X; 6D; Y7,2E; 2X; 3X; 6D; Y7,,0,6,2022-02-09,2026-03-07,2022-02-09/2026-03-07,False,Australia; NZ; New Zealand,10.7914/37v8-hv88; 10.7914/6q5b-va48; 10.7914/kd1t-kt29; 10.7914/xnz7-th21,DTCC SmartSolo 16HR-3C 5 Hz 76.6 V/m/s
confirmed-AuScope,"AuScope experiment: CURNAMONA CUBE,VULCAN ADI",nodal-short-period,,False,DTCC (SmartSolo),DTCC SmartSolo 16HR-3C,453013119,False,,False,True,sensor,2,2X; 3X,2X; 3X,,0,2,2022-02-10,2022-07-19,2022-02-10/2022-07-19,False,Australia,10.7914/6q5b-va48; 10.7914/xnz7-th21,DTCC SmartSolo 16HR-3C 5 Hz 76.6 V/m/s
confirmed-AuScope,"AuScope experiment: CURNAMONA CUBE,VULCAN ADI,WESTERN GAWLER ADI",nodal-short-period,,False,DTCC (SmartSolo),DTCC SmartSolo 16HR-3C,453013129,False,,False,True,sensor,3,2X; 3X; 6D,2X; 3X; 6D,,0,3,2022-02-10,2022-07-23,2022-02-10/2022-07-23,False,Australia,10.7914/6q5b-va48; 10.7914/xnz7-th21,DTCC SmartSolo 16HR-3C 5 Hz 76.6 V/m/s
confirmed-AuScope,"AuScope experiment: CURNAMONA CUBE,EYRE PENINSULA,MUNDI MUNDI,VULCAN ADI,WESTERN GAWLER ADI",nodal-short-period,,False,DTCC (SmartSolo),DTCC SmartSolo 16HR-3C,453013145,False,,False,True,sensor,5,1H; 2X; 3X; 6D; 9M,1H; 2X; 3X; 6D; 9M,,0,6,2022-02-10,2024-11-05,2022-02-10/2024-11-05,False,AUS; Australia,10.7914/6q5b-va48; 10.7914/ac1p-7y35; 10.7914/psbw-7z20; 10.7914/xnz7-th21,DTCC SmartSolo 16HR-3C 5 Hz 76.6 V/m/s
confirmed-AuScope,"AuScope experiment: CURNAMONA CUBE,EYRE PENINSULA,MUNDI MUNDI,VULCAN ADI",nodal-short-period,,False,DTCC (SmartSolo),DTCC SmartSolo 16HR-3C,453013147,False,,False,True,sensor,4,1H; 2X; 3X; 9M,1H; 2X; 3X; 9M,,0,5,2022-02-09,2024-11-04,2022-02-09/2024-11-04,False,AUS; Australia,10.7914/6q5b-va48; 10.7914/ac1p-7y35; 10.7914/psbw-7z20; 10.7914/xnz7-th21,DTCC SmartSolo 16HR-3C 5 Hz 76.6 V/m/s
confirmed-AuScope,"AuScope experiment: CURNAMONA CUBE,VULCAN ADI,WESTERN GAWLER ADI",nodal-short-period,,False,DTCC (SmartSolo),DTCC SmartSolo 16HR-3C,453013162,False,,False,True,sensor,3,2X; 3X; 6D,2X; 3X; 6D,,0,3,2022-02-10,2022-07-20,2022-02-10/2022-07-20,False,Australia,10.7914/6q5b-va48; 10.7914/xnz7-th21,DTCC SmartSolo 16HR-3C 5 Hz 76.6 V/m/s
confirmed-AuScope,"AuScope experiment: CURNAMONA CUBE,EYRE PENINSULA,MUNDI MUNDI,VULCAN ADI,WESTERN GAWLER ADI",nodal-short-period,,False,DTCC (SmartSolo),DTCC SmartSolo 16HR-3C,453013167,False,,False,True,sensor,5,1H; 2X; 3X; 6D; 9M,1H; 2X; 3X; 6D; 9M,,0,6,2022-02-10,2024-11-05,2022-02-10/2024-11-05,False,AUS; Australia,10.7914/6q5b-va48; 10.7914/ac1p-7y35; 10.7914/psbw-7z20; 10.7914/xnz7-th21,DTCC SmartSolo 16HR-3C 5 Hz 76.6 V/m/s
confirmed-AuScope,"AuScope experiment: CURNAMONA CUBE,EYRE PENINSULA,MUNDI MUNDI,VULCAN ADI,WESTERN GAWLER ADI",nodal-short-period,,False,DTCC (SmartSolo),DTCC SmartSolo 16HR-3C,453013168,False,,False,True,sensor,5,1H; 2X; 3X; 6D; 9M,1H; 2X; 3X; 6D; 9M,,0,6,2022-02-10,2024-11-05,2022-02-10/2024-11-05,False,AUS; Australia,10.7914/6q5b-va48; 10.7914/ac1p-7y35; 10.7914/psbw-7z20; 10.7914/xnz7-th21,DTCC SmartSolo 16HR-3C 5 Hz 76.6 V/m/s
confirmed-AuScope,"AuScope experiment: VULCAN ADI,WESTERN GAWLER ADI",nodal-short-period,,False,DTCC (SmartSolo),DTCC SmartSolo 16HR-3C,453013170,False,,False,True,sensor,2,2X; 6D,2X; 6D,,0,2,2022-02-10,2022-04-12,2022-02-10/2022-04-12,False,Australia,10.7914/xnz7-th21,DTCC SmartSolo 16HR-3C 5 Hz 76.6 V/m/s
confirmed-AuScope,"AuScope experiment: CURNAMONA CUBE,OKSN,VULCAN ADI,WESTERN GAWLER ADI,WETA",nodal-short-period,,False,DTCC (SmartSolo),DTCC SmartSolo 16HR-3C,453013199,False,,False,True,sensor,5,2E; 2X; 3X; 6D; Y7,2E; 2X; 3X; 6D; Y7,,0,10,2022-02-10,2026-03-10,2022-02-10/2026-03-10,False,Australia; NZ; New Zealand,10.7914/37v8-hv88; 10.7914/6q5b-va48; 10.7914/kd1t-kt29; 10.7914/xnz7-th21,DTCC SmartSolo 16HR-3C 5 Hz 76.6 V/m/s
confirmed-AuScope,"AuScope experiment: CURNAMONA CUBE,OKSN,VULCAN ADI,WESTERN GAWLER ADI,WETA",nodal-short-period,,False,DTCC (SmartSolo),DTCC SmartSolo 16HR-3C,453013257,False,,False,True,sensor,5,2E; 2X; 3X; 6D; Y7,2E; 2X; 3X; 6D; Y7,,0,9,2022-02-10,2026-03-11,2022-02-10/2026-03-11,False,Australia; NZ; New Zealand,10.7914/37v8-hv88; 10.7914/6q5b-va48; 10.7914/kd1t-kt29; 10.7914/xnz7-th21,DTCC SmartSolo 16HR-3C 5 Hz 76.6 V/m/s
confirmed-AuScope,"AuScope experiment: CURNAMONA CUBE,VULCAN ADI,WESTERN GAWLER ADI",nodal-short-period,,False,DTCC (SmartSolo),DTCC SmartSolo 16HR-3C,453013265,False,,False,True,sensor,3,2X; 3X; 6D,2X; 3X; 6D,,0,3,2022-02-10,2022-07-23,2022-02-10/2022-07-23,False,Australia,10.7914/6q5b-va48; 10.7914/xnz7-th21,DTCC SmartSolo 16HR-3C 5 Hz 76.6 V/m/s
confirmed-AuScope,"AuScope experiment: CURNAMONA CUBE,EYRE PENINSULA,MUNDI MUNDI,VULCAN ADI",nodal-short-period,,False,DTCC (SmartSolo),DTCC SmartSolo 16HR-3C,453013292,False,,False,True,sensor,4,1H; 2X; 3X; 9M,1H; 2X; 3X; 9M,,0,5,2022-02-09,2024-11-04,2022-02-09/2024-11-04,False,AUS; Australia,10.7914/6q5b-va48; 10.7914/ac1p-7y35; 10.7914/psbw-7z20; 10.7914/xnz7-th21,DTCC SmartSolo 16HR-3C 5 Hz 76.6 V/m/s
confirmed-AuScope,"AuScope experiment: CURNAMONA CUBE,OKSN,VULCAN ADI,WETA",nodal-short-period,,False,DTCC (SmartSolo),DTCC SmartSolo 16HR-3C,453013430,False,,False,True,sensor,4,2E; 2X; 3X; Y7,2E; 2X; 3X; Y7,,0,6,2022-02-10,2026-03-12,2022-02-10/2026-03-12,False,Australia; NZ; New Zealand,10.7914/37v8-hv88; 10.7914/6q5b-va48; 10.7914/kd1t-kt29; 10.7914/xnz7-th21,DTCC SmartSolo 16HR-3C 5 Hz 76.6 V/m/s
confirmed-AuScope,"AuScope experiment: BMNTE,CURNAMONA CUBE,EYRE PENINSULA,VULCAN ADI,WESTERN GAWLER ADI",nodal-short-period,,False,DTCC (SmartSolo),DTCC SmartSolo 16HR-3C,453013500,False,,False,True,sensor,5,2X; 3X; 6D; 8A; 9M,2X; 3X; 6D; 8A; 9M,,0,5,2022-02-09,2024-09-24,2022-02-09/2024-09-24,False,AU; AUS; Australia,10.7914/6q5b-va48; 10.7914/ac1p-7y35; 10.7914/ps89-gf83; 10.7914/xnz7-th21,DTCC SmartSolo 16HR-3C 5 Hz 76.6 V/m/s
confirmed-AuScope,"AuScope experiment: CURNAMONA CUBE,VULCAN ADI",nodal-short-period,,False,DTCC (SmartSolo),DTCC SmartSolo 16HR-3C,453013672,False,,False,True,sensor,2,2X; 3X,2X; 3X,,0,2,2022-02-10,2022-07-23,2022-02-10/2022-07-23,False,Australia,10.7914/6q5b-va48; 10.7914/xnz7-th21,DTCC SmartSolo 16HR-3C 5 Hz 76.6 V/m/s
confirmed-AuScope,"AuScope experiment: CURNAMONA CUBE,EYRE PENINSULA,MUNDI MUNDI,VULCAN ADI,WESTERN GAWLER ADI",nodal-short-period,,False,DTCC (SmartSolo),DTCC SmartSolo 16HR-3C,453013675,False,,False,True,sensor,5,1H; 2X; 3X; 6D; 9M,1H; 2X; 3X; 6D; 9M,,0,6,2022-02-10,2024-11-05,2022-02-10/2024-11-05,False,AUS; Australia,10.7914/6q5b-va48; 10.7914/ac1p-7y35; 10.7914/psbw-7z20; 10.7914/xnz7-th21,DTCC SmartSolo 16HR-3C 5 Hz 76.6 V/m/s
confirmed-AuScope,"AuScope experiment: CURNAMONA CUBE,EYRE PENINSULA,MUNDI MUNDI,VULCAN ADI",nodal-short-period,,False,DTCC (SmartSolo),DTCC SmartSolo 16HR-3C,453013680,False,,False,True,sensor,4,1H; 2X; 3X; 9M,1H; 2X; 3X; 9M,,0,5,2022-02-10,2024-11-03,2022-02-10/2024-11-03,False,AUS; Australia,10.7914/6q5b-va48; 10.7914/ac1p-7y35; 10.7914/psbw-7z20; 10.7914/xnz7-th21,DTCC SmartSolo 16HR-3C 5 Hz 76.6 V/m/s
confirmed-AuScope,"AuScope experiment: CURNAMONA CUBE,VULCAN ADI,WESTERN GAWLER ADI",nodal-short-period,,False,DTCC (SmartSolo),DTCC SmartSolo 16HR-3C,453013688,False,,False,True,sensor,3,2X; 3X; 6D,2X; 3X; 6D,,0,3,2022-02-11,2022-07-22,2022-02-11/2022-07-22,False,Australia,10.7914/6q5b-va48; 10.7914/xnz7-th21,DTCC SmartSolo 16HR-3C 5 Hz 76.6 V/m/s
confirmed-AuScope,"AuScope experiment: CURNAMONA CUBE,VULCAN ADI,WESTERN GAWLER ADI",nodal-short-period,,False,DTCC (SmartSolo),DTCC SmartSolo 16HR-3C,453013694,False,,False,True,sensor,3,2X; 3X; 6D,2X; 3X; 6D,,0,3,2022-02-09,2022-07-20,2022-02-09/2022-07-20,False,Australia,10.7914/6q5b-va48; 10.7914/xnz7-th21,DTCC SmartSolo 16HR-3C 5 Hz 76.6 V/m/s
confirmed-AuScope,"AuScope experiment: CURNAMONA CUBE,VULCAN ADI,WESTERN GAWLER ADI",nodal-short-period,,False,DTCC (SmartSolo),DTCC SmartSolo 16HR-3C,453013724,False,,False,True,sensor,3,2X; 3X; 6D,2X; 3X; 6D,,0,3,2022-02-10,2022-07-22,2022-02-10/2022-07-22,False,Australia,10.7914/6q5b-va48; 10.7914/xnz7-th21,DTCC SmartSolo 16HR-3C 5 Hz 76.6 V/m/s
confirmed-AuScope,"AuScope experiment: CURNAMONA CUBE,VULCAN ADI",nodal-short-period,,False,DTCC (SmartSolo),DTCC SmartSolo 16HR-3C,453013768,False,,False,True,sensor,2,2X; 3X,2X; 3X,,0,2,2022-02-10,2022-07-20,2022-02-10/2022-07-20,False,Australia,10.7914/6q5b-va48; 10.7914/xnz7-th21,DTCC SmartSolo 16HR-3C 5 Hz 76.6 V/m/s
